sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;angle;
1651507993;246621;1651507993;246636;1651507993;246621;-0.1460555;
1651507993;468733;1651507993;468747;1651507993;468733;-0.07613488;
1651507993;737951;1651507993;737966;1651507993;737951;-0.08854851;
1651507993;976379;1651507993;976394;1651507993;976379;-0.2125723;
1651507994;195621;1651507994;195634;1651507994;195621;-0.0771703;
1651507994;442132;1651507994;442146;1651507994;442132;-0.09887233;
1651507994;661368;1651507994;661382;1651507994;661368;-0.04500495;
1651507994;881734;1651507994;881750;1651507994;881734;0.08393756;
1651507995;111571;1651507995;111587;1651507995;111571;0.353159;
1651507995;491919;1651507995;491933;1651507995;491919;0.3955874;
1651507995;690826;1651507995;690845;1651507995;690826;0.7528377;
1651507995;911450;1651507995;911465;1651507995;911450;0.757539;
1651507996;170676;1651507996;170689;1651507996;170676;0.9629403;
1651507996;403752;1651507996;403765;1651507996;403752;0.9305211;
1651507996;627530;1651507996;627543;1651507996;627530;0.8909137;
1651507996;805941;1651507996;805963;1651507996;805941;0.8470145;
1651507996;986399;1651507996;986412;1651507996;986399;0.9590021;
1651507997;212081;1651507997;212093;1651507997;212081;0.9364961;
1651507997;455921;1651507997;455936;1651507997;455921;0.9033032;
1651507997;909015;1651507997;909026;1651507997;909015;0.8268117;
1651507998;123596;1651507998;123610;1651507998;123596;0.98252;
1651507998;307965;1651507998;307983;1651507998;307965;0.9480435;
1651507998;518608;1651507998;518620;1651507998;518608;0.908337;
1651507998;732953;1651507998;732970;1651507998;732953;0.9958594;
1651507998;972537;1651507998;972551;1651507998;972537;0.9555413;
1651507999;206192;1651507999;206205;1651507999;206192;0.8996872;
1651507999;425307;1651507999;425321;1651507999;425307;0.8184414;
1651507999;641446;1651507999;641460;1651507999;641446;1.01764;
1651507999;874905;1651507999;874917;1651507999;874905;0.9631106;
1651508000;96756;1651508000;96773;1651508000;96756;0.881946;
1651508000;553994;1651508000;554015;1651508000;553994;0.7472531;
1651508000;764029;1651508000;764050;1651508000;764029;0.7359087;
1651508001;54888;1651508001;54902;1651508001;54888;0.4408396;
1651508001;286411;1651508001;286425;1651508001;286411;0.2339761;
1651508001;476581;1651508001;476594;1651508001;476581;0.6115223;
1651508001;683104;1651508001;683116;1651508001;683104;0.5851845;
1651508001;877968;1651508001;877981;1651508001;877968;0.602376;
1651508002;109675;1651508002;109688;1651508002;109675;0.5060356;
1651508002;494287;1651508002;494299;1651508002;494287;-0.1795155;
1651508002;708885;1651508002;708901;1651508002;708885;0.02579112;
1651508002;922164;1651508002;922182;1651508002;922164;0.01537863;
1651508003;134475;1651508003;134488;1651508003;134475;-0.102996;
1651508003;357576;1651508003;357588;1651508003;357576;0.08290299;
1651508003;567538;1651508003;567551;1651508003;567538;-0.1174002;
1651508004;75357;1651508004;75369;1651508004;75357;-0.2264589;
1651508004;327288;1651508004;327304;1651508004;327288;-0.09577732;
1651508004;610496;1651508004;610509;1651508004;610496;-0.09784087;
1651508004;818274;1651508004;818296;1651508004;818274;-0.2588333;
1651508005;92833;1651508005;92845;1651508005;92833;-0.2743362;
1651508005;321640;1651508005;321656;1651508005;321640;-0.2617501;
1651508005;529044;1651508005;529058;1651508005;529044;-0.2294233;
1651508005;759867;1651508005;759881;1651508005;759867;-0.1317552;
1651508006;197991;1651508006;198005;1651508006;197991;-0.253962;
1651508006;408703;1651508006;408716;1651508006;408703;-0.2736929;
1651508006;649215;1651508006;649228;1651508006;649215;-0.5036449;
1651508006;913726;1651508006;913740;1651508006;913726;-0.1562334;
1651508007;157037;1651508007;157049;1651508007;157037;0.2260731;
1651508007;667208;1651508007;667220;1651508007;667208;-0.2145614;
1651508007;885149;1651508007;885162;1651508007;885149;-0.2791535;
1651508008;94944;1651508008;94956;1651508008;94944;-0.3284354;
1651508008;323937;1651508008;323950;1651508008;323937;-0.3115501;
1651508008;754808;1651508008;754822;1651508008;754808;-0.3190781;
1651508008;981379;1651508008;981392;1651508008;981379;-0.3634425;
1651508009;171651;1651508009;171664;1651508009;171651;-0.2785119;
1651508009;472823;1651508009;472835;1651508009;472823;-0.2409117;
1651508009;664427;1651508009;664441;1651508009;664427;-0.01968692;
1651508009;928541;1651508009;928555;1651508009;928541;0.5031062;
1651508010;163702;1651508010;163717;1651508010;163702;0.6422944;
1651508010;420532;1651508010;420547;1651508010;420532;0.8254538;
1651508010;640650;1651508010;640662;1651508010;640650;0.9771177;
1651508010;930092;1651508010;930107;1651508010;930092;1.004491;
1651508011;168364;1651508011;168380;1651508011;168364;0.9460252;
1651508011;594787;1651508011;594800;1651508011;594787;0.9583127;
1651508011;791926;1651508011;791939;1651508011;791926;1.05652;
1651508012;17243;1651508012;17256;1651508012;17243;1.054999;
1651508012;228931;1651508012;228947;1651508012;228931;0.9506387;
1651508012;424319;1651508012;424330;1651508012;424319;0.8995526;
1651508012;677644;1651508012;677660;1651508012;677644;0.9288408;
1651508013;133532;1651508013;133545;1651508013;133532;0.9927568;
1651508013;311500;1651508013;311514;1651508013;311500;0.9689607;
1651508013;515677;1651508013;515690;1651508013;515677;0.9123961;
1651508013;731588;1651508013;731602;1651508013;731588;0.7670885;
1651508013;931446;1651508013;931467;1651508013;931446;0.4842433;
1651508014;129131;1651508014;129148;1651508014;129131;0.4644439;
1651508014;354278;1651508014;354291;1651508014;354278;0.3893584;
1651508014;880288;1651508014;880302;1651508014;880288;0.262371;
1651508015;84060;1651508015;84074;1651508015;84060;-0.6865194;
1651508015;347900;1651508015;347915;1651508015;347900;-0.4645166;
1651508015;615702;1651508015;615716;1651508015;615702;-0.752355;
1651508015;853656;1651508015;853669;1651508015;853656;-0.728555;
1651508016;59002;1651508016;59017;1651508016;59002;-0.5637731;
1651508016;272618;1651508016;272632;1651508016;272618;0.0007963268;
1651508016;664721;1651508016;664734;1651508016;664721;0.04867637;
1651508016;859984;1651508016;860001;1651508016;859984;-0.5442061;
1651508017;56073;1651508017;56085;1651508017;56073;-0.253962;
1651508017;220476;1651508017;220492;1651508017;220476;-0.08854851;
1651508017;457670;1651508017;457683;1651508017;457670;-0.2125723;
1651508017;692933;1651508017;692948;1651508017;692933;0.7243267;
1651508017;957570;1651508017;957584;1651508017;957570;0.4288356;
1651508018;368837;1651508018;368850;1651508018;368837;0.4105808;
1651508018;615574;1651508018;615594;1651508018;615574;0.5134495;
1651508018;826556;1651508018;826571;1651508018;826556;0.2071898;
1651508019;44325;1651508019;44339;1651508019;44325;0.5661088;
1651508019;272425;1651508019;272439;1651508019;272425;0.5952613;
1651508019;477332;1651508019;477344;1651508019;477332;0.6016676;
1651508019;641313;1651508019;641335;1651508019;641313;0.6294687;
1651508019;810319;1651508019;810339;1651508019;810319;0.632189;
1651508020;172208;1651508020;172221;1651508020;172208;0.7751365;
1651508020;332269;1651508020;332283;1651508020;332269;0.6016676;
1651508020;544317;1651508020;544331;1651508020;544317;0.7687082;
1651508020;714835;1651508020;714850;1651508020;714835;0.7713964;
1651508020;886154;1651508020;886179;1651508020;886154;0.6059075;
1651508021;94886;1651508021;94907;1651508021;94886;0.604497;
1651508021;475251;1651508021;475272;1651508021;475251;0.767629;
1651508021;671717;1651508021;671730;1651508021;671717;0.7687082;
1651508021;876888;1651508021;876901;1651508021;876888;0.7692469;
1651508022;105891;1651508022;106346;1651508022;105891;0.7687082;
1651508022;475465;1651508022;475478;1651508022;475465;0.7660059;
1651508022;656092;1651508022;656105;1651508022;656092;0.7665475;
1651508022;855402;1651508022;855415;1651508022;855402;0.7670885;
1651508023;259726;1651508023;259738;1651508023;259726;0.7660059;
1651508023;456677;1651508023;456736;1651508023;456677;0.7660059;
1651508023;651589;1651508023;651607;1651508023;651589;0.767629;
1651508024;235242;1651508024;235266;1651508024;235242;0.767629;
1651508024;271663;1651508024;271692;1651508024;271663;0.767629;
1651508024;312181;1651508024;312208;1651508024;312181;0.767629;
1651508024;347253;1651508024;347289;1651508024;347253;0.767629;
1651508024;387533;1651508024;387556;1651508024;387533;0.767629;
1651508024;407740;1651508024;407762;1651508024;407740;0.767629;
1651508024;431679;1651508024;431699;1651508024;431679;0.767629;
1651508024;451709;1651508024;451731;1651508024;451709;0.767629;
1651508024;477872;1651508024;477894;1651508024;477872;0.767629;
1651508024;501725;1651508024;501748;1651508024;501725;0.767629;
1651508024;527960;1651508024;527982;1651508024;527960;0.767629;
1651508024;548063;1651508024;548085;1651508024;548063;0.767629;
1651508024;571753;1651508024;571771;1651508024;571753;0.767629;
1651508024;597267;1651508024;597287;1651508024;597267;0.767629;
1651508024;616341;1651508024;616376;1651508024;616341;0.767629;
1651508024;641901;1651508024;641924;1651508024;641901;0.767629;
1651508024;667802;1651508024;667827;1651508024;667802;0.767629;
1651508024;687873;1651508024;687892;1651508024;687873;0.767629;
1651508024;711911;1651508024;711932;1651508024;711911;0.767629;
1651508024;738006;1651508024;738031;1651508024;738006;0.767629;
1651508024;761886;1651508024;761903;1651508024;761886;0.767629;
1651508024;787981;1651508024;788000;1651508024;787981;0.767629;
1651508024;808093;1651508024;808113;1651508024;808093;0.767629;
1651508024;828083;1651508024;828105;1651508024;828083;0.767629;
1651508024;850203;1651508024;850225;1651508024;850203;0.767629;
1651508024;872059;1651508024;872080;1651508024;872059;0.767629;
1651508024;898118;1651508024;898141;1651508024;898118;0.767629;
1651508024;926432;1651508024;926454;1651508024;926432;0.767629;
1651508024;952098;1651508024;952123;1651508024;952098;0.767629;
1651508024;978386;1651508024;978407;1651508024;978386;0.767629;
1651508025;9857;1651508025;9881;1651508025;9857;0.767629;
1651508025;29907;1651508025;29931;1651508025;29907;0.767629;
1651508025;59914;1651508025;59937;1651508025;59914;0.767629;
1651508025;82276;1651508025;82299;1651508025;82276;0.767629;
1651508025;103689;1651508025;103704;1651508025;103689;0.767629;
1651508025;122322;1651508025;122341;1651508025;122322;0.767629;
1651508025;146606;1651508025;146628;1651508025;146606;0.767629;
1651508025;172328;1651508025;172351;1651508025;172328;0.767629;
1651508025;192336;1651508025;192357;1651508025;192336;0.767629;
1651508025;214830;1651508025;214851;1651508025;214830;0.767629;
1651508025;240458;1651508025;240479;1651508025;240458;0.767629;
1651508025;268207;1651508025;268227;1651508025;268207;0.767629;
1651508025;288269;1651508025;288290;1651508025;288269;0.767629;
1651508025;312393;1651508025;312415;1651508025;312393;0.767629;
1651508025;338344;1651508025;338366;1651508025;338344;0.767629;
1651508025;358342;1651508025;358366;1651508025;358342;0.767629;
1651508025;382483;1651508025;382507;1651508025;382483;0.767629;
1651508025;408385;1651508025;408406;1651508025;408385;0.767629;
1651508025;431089;1651508025;431111;1651508025;431089;0.767629;
1651508025;456341;1651508025;456369;1651508025;456341;0.767629;
1651508025;483313;1651508025;483341;1651508025;483313;0.767629;
1651508025;509496;1651508025;509524;1651508025;509496;0.767629;
1651508025;537554;1651508025;537575;1651508025;537554;0.767629;
1651508025;560887;1651508025;560909;1651508025;560887;0.767629;
1651508025;580801;1651508025;580822;1651508025;580801;0.767629;
1651508025;610866;1651508025;610887;1651508025;610866;0.767629;
1651508025;640877;1651508025;640901;1651508025;640877;0.767629;
1651508025;658746;1651508025;658759;1651508025;658746;0.767629;
1651508025;690909;1651508025;690932;1651508025;690909;0.767629;
1651508025;710946;1651508025;710967;1651508025;710946;0.767629;
1651508025;740950;1651508025;740974;1651508025;740950;0.767629;
1651508025;760981;1651508025;761000;1651508025;760981;0.767629;
1651508025;781378;1651508025;781399;1651508025;781378;0.767629;
1651508025;810995;1651508025;811016;1651508025;810995;0.767629;
1651508025;830983;1651508025;831003;1651508025;830983;0.767629;
1651508025;851428;1651508025;851450;1651508025;851428;0.767629;
1651508025;881125;1651508025;881147;1651508025;881125;0.767629;
1651508025;901027;1651508025;901050;1651508025;901027;0.767629;
1651508025;921118;1651508025;921139;1651508025;921118;0.767629;
1651508025;942173;1651508025;942191;1651508025;942173;0.767629;
1651508025;967209;1651508025;967232;1651508025;967209;0.767629;
1651508025;987331;1651508025;987355;1651508025;987331;0.767629;
1651508026;14859;1651508026;14885;1651508026;14859;0.767629;
1651508026;42189;1651508026;42211;1651508026;42189;0.767629;
1651508026;64766;1651508026;64791;1651508026;64766;0.767629;
1651508026;89592;1651508026;89614;1651508026;89592;0.767629;
1651508026;116148;1651508026;116173;1651508026;116148;0.767629;
1651508026;149377;1651508026;149405;1651508026;149377;0.767629;
1651508026;176183;1651508026;176209;1651508026;176183;0.767629;
1651508026;205714;1651508026;205741;1651508026;205714;0.767629;
1651508026;229118;1651508026;229143;1651508026;229118;0.767629;
1651508026;250698;1651508026;250720;1651508026;250698;0.767629;
1651508026;276597;1651508026;276620;1651508026;276597;0.767629;
1651508026;299397;1651508026;299420;1651508026;299397;0.767629;
1651508026;322936;1651508026;322956;1651508026;322936;0.767629;
1651508026;344913;1651508026;344937;1651508026;344913;0.767629;
1651508026;369769;1651508026;369791;1651508026;369769;0.767629;
1651508026;395955;1651508026;395981;1651508026;395955;0.767629;
1651508026;418195;1651508026;418218;1651508026;418195;0.767629;
1651508026;441641;1651508026;441665;1651508026;441641;0.767629;
1651508026;469565;1651508026;469588;1651508026;469565;0.767629;
1651508026;498993;1651508026;499017;1651508026;498993;0.767629;
1651508026;529055;1651508026;529079;1651508026;529055;0.767629;
1651508026;548993;1651508026;549012;1651508026;548993;0.767629;
1651508026;569638;1651508026;569659;1651508026;569638;0.767629;
1651508026;599037;1651508026;599059;1651508026;599037;0.767629;
1651508026;619639;1651508026;619657;1651508026;619639;0.767629;
1651508026;644094;1651508026;644118;1651508026;644094;0.767629;
1651508026;669183;1651508026;669208;1651508026;669183;0.767629;
1651508026;696421;1651508026;696444;1651508026;696421;0.767629;
1651508026;719111;1651508026;719135;1651508026;719111;0.767629;
1651508026;743706;1651508026;743732;1651508026;743706;0.767629;
1651508026;769870;1651508026;769896;1651508026;769870;0.767629;
1651508026;796249;1651508026;796271;1651508026;796249;0.767629;
1651508026;822119;1651508026;822145;1651508026;822119;0.767629;
1651508026;845242;1651508026;845265;1651508026;845242;0.767629;
1651508026;868384;1651508026;868409;1651508026;868384;0.767629;
1651508026;891764;1651508026;891784;1651508026;891764;0.767629;
1651508026;928219;1651508026;928241;1651508026;928219;0.767629;
1651508026;950879;1651508026;950935;1651508026;950879;0.767629;
1651508026;976175;1651508026;976198;1651508026;976175;0.767629;
1651508027;904;1651508027;926;1651508027;904;0.767629;
1651508027;27993;1651508027;28015;1651508027;27993;0.767629;
1651508027;47995;1651508027;48020;1651508027;47995;0.767629;
1651508027;72194;1651508027;72273;1651508027;72194;0.767629;
1651508027;102864;1651508027;102888;1651508027;102864;0.767629;
1651508027;128664;1651508027;128687;1651508027;128664;0.767629;
1651508027;153627;1651508027;153651;1651508027;153627;0.767629;
1651508027;178463;1651508027;178505;1651508027;178463;0.767629;
1651508027;205326;1651508027;205348;1651508027;205326;0.767629;
1651508027;232574;1651508027;232597;1651508027;232574;0.767629;
1651508027;256267;1651508027;256294;1651508027;256267;0.767629;
1651508027;283321;1651508027;283350;1651508027;283321;0.767629;
1651508027;310612;1651508027;310636;1651508027;310612;0.767629;
1651508027;334022;1651508027;334045;1651508027;334022;0.767629;
1651508027;366238;1651508027;366264;1651508027;366238;0.767629;
1651508027;392995;1651508027;393019;1651508027;392995;0.767629;
1651508027;414557;1651508027;414582;1651508027;414557;0.767629;
1651508027;438445;1651508027;438468;1651508027;438445;0.767629;
1651508027;462075;1651508027;462098;1651508027;462075;0.767629;
1651508027;486602;1651508027;486627;1651508027;486602;0.767629;
1651508027;509523;1651508027;509546;1651508027;509523;0.767629;
1651508027;530270;1651508027;530294;1651508027;530270;0.767629;
1651508027;555844;1651508027;555870;1651508027;555844;0.767629;
1651508027;580872;1651508027;580897;1651508027;580872;0.767629;
1651508027;607848;1651508027;607870;1651508027;607848;0.767629;
1651508027;633060;1651508027;633085;1651508027;633060;0.767629;
1651508027;658023;1651508027;658048;1651508027;658023;0.767629;
1651508027;684084;1651508027;684111;1651508027;684084;0.767629;
1651508027;708215;1651508027;708240;1651508027;708215;0.767629;
1651508027;731226;1651508027;731250;1651508027;731226;0.767629;
1651508027;758238;1651508027;758261;1651508027;758238;0.767629;
1651508027;781344;1651508027;781370;1651508027;781344;0.767629;
1651508027;803759;1651508027;803784;1651508027;803759;0.767629;
1651508027;835387;1651508027;835412;1651508027;835387;0.767629;
1651508027;856220;1651508027;856243;1651508027;856220;0.767629;
1651508027;878527;1651508027;878551;1651508027;878527;0.767629;
1651508027;906323;1651508027;906347;1651508027;906323;0.767629;
1651508027;930553;1651508027;930577;1651508027;930553;0.767629;
1651508027;953498;1651508027;953522;1651508027;953498;0.767629;
1651508027;972413;1651508027;972434;1651508027;972413;0.767629;
1651508027;995649;1651508027;995677;1651508027;995649;0.767629;
1651508028;19971;1651508028;19996;1651508028;19971;0.767629;
1651508028;44882;1651508028;44954;1651508028;44882;0.767629;
1651508028;66081;1651508028;66102;1651508028;66081;0.767629;
1651508028;90594;1651508028;90620;1651508028;90594;0.767629;
1651508028;112099;1651508028;112122;1651508028;112099;0.767629;
1651508028;138688;1651508028;138709;1651508028;138688;0.767629;
1651508028;162166;1651508028;162192;1651508028;162166;0.767629;
1651508028;185506;1651508028;185581;1651508028;185506;0.767629;
1651508028;215659;1651508028;215683;1651508028;215659;0.767629;
1651508028;235635;1651508028;235657;1651508028;235635;0.767629;
1651508028;265712;1651508028;265736;1651508028;265712;0.767629;
1651508028;285638;1651508028;285657;1651508028;285638;0.767629;
1651508028;306816;1651508028;306834;1651508028;306816;0.767629;
1651508028;325998;1651508028;326021;1651508028;325998;0.767629;
1651508028;356881;1651508028;356905;1651508028;356881;0.767629;
1651508028;377050;1651508028;377071;1651508028;377050;0.767629;
1651508028;401010;1651508028;401035;1651508028;401010;0.767629;
1651508028;429415;1651508028;429437;1651508028;429415;0.767629;
1651508028;449891;1651508028;449910;1651508028;449891;0.767629;
1651508028;471859;1651508028;471879;1651508028;471859;0.767629;
1651508028;494126;1651508028;494148;1651508028;494126;0.767629;
1651508028;516736;1651508028;516761;1651508028;516736;0.767629;
1651508028;539973;1651508028;539997;1651508028;539973;0.767629;
1651508028;561439;1651508028;561461;1651508028;561439;0.767629;
1651508028;581872;1651508028;581893;1651508028;581872;0.767629;
1651508028;607157;1651508028;607198;1651508028;607157;0.767629;
1651508028;637187;1651508028;637213;1651508028;637187;0.767629;
1651508028;665698;1651508028;665721;1651508028;665698;0.767629;
1651508028;687671;1651508028;687693;1651508028;687671;0.767629;
1651508028;713669;1651508028;713700;1651508028;713669;0.767629;
1651508028;739449;1651508028;739476;1651508028;739449;0.767629;
1651508028;767346;1651508028;767372;1651508028;767346;0.767629;
1651508028;797351;1651508028;797374;1651508028;797351;0.767629;
1651508028;819037;1651508028;819055;1651508028;819037;0.767629;
1651508028;847405;1651508028;847427;1651508028;847405;0.767629;
1651508028;869091;1651508028;869109;1651508028;869091;0.767629;
1651508028;897420;1651508028;897442;1651508028;897420;0.767629;
1651508028;919174;1651508028;919196;1651508028;919174;0.767629;
1651508028;947469;1651508028;947496;1651508028;947469;0.767629;
1651508028;977489;1651508028;977513;1651508028;977489;0.767629;
1651508029;7477;1651508029;7501;1651508029;7477;0.767629;
1651508029;29353;1651508029;29372;1651508029;29353;0.767629;
1651508029;57540;1651508029;57559;1651508029;57540;0.767629;
1651508029;87582;1651508029;87606;1651508029;87582;0.767629;
1651508029;109020;1651508029;109037;1651508029;109020;0.767629;
1651508029;133869;1651508029;133890;1651508029;133869;0.767629;
1651508029;156456;1651508029;156481;1651508029;156456;0.767629;
1651508029;186514;1651508029;186540;1651508029;186514;0.767629;
1651508029;216499;1651508029;216521;1651508029;216499;0.767629;
1651508029;236497;1651508029;236515;1651508029;236497;0.767629;
1651508029;256341;1651508029;256394;1651508029;256341;0.767629;
1651508029;283206;1651508029;283236;1651508029;283206;0.767629;
1651508029;306393;1651508029;306423;1651508029;306393;0.767629;
1651508029;330449;1651508029;330478;1651508029;330449;0.767629;
1651508029;361979;1651508029;362005;1651508029;361979;0.767629;
1651508029;386040;1651508029;386063;1651508029;386040;0.767629;
1651508029;416971;1651508029;416997;1651508029;416971;0.767629;
1651508029;448004;1651508029;448031;1651508029;448004;0.767629;
1651508029;473156;1651508029;473182;1651508029;473156;0.767629;
1651508029;497064;1651508029;497090;1651508029;497064;0.767629;
1651508029;528097;1651508029;528123;1651508029;528097;0.767629;
1651508029;557635;1651508029;557659;1651508029;557635;0.767629;
1651508029;580515;1651508029;580541;1651508029;580515;0.767629;
1651508029;605011;1651508029;605037;1651508029;605011;0.767629;
1651508029;632286;1651508029;632311;1651508029;632286;0.767629;
1651508029;658471;1651508029;658496;1651508029;658471;0.767629;
1651508029;687464;1651508029;687488;1651508029;687464;0.767629;
1651508029;708010;1651508029;708032;1651508029;708010;0.767629;
1651508029;734942;1651508029;734967;1651508029;734942;0.767629;
1651508029;767988;1651508029;768011;1651508029;767988;0.767629;
1651508029;789437;1651508029;789455;1651508029;789437;0.767629;
1651508029;809452;1651508029;809474;1651508029;809452;0.767629;
1651508029;830459;1651508029;830481;1651508029;830459;0.767629;
1651508029;854693;1651508029;854714;1651508029;854693;0.767629;
1651508029;878182;1651508029;878204;1651508029;878182;0.767629;
1651508029;902245;1651508029;902266;1651508029;902245;0.767629;
1651508029;925976;1651508029;926001;1651508029;925976;0.767629;
1651508029;948209;1651508029;948233;1651508029;948209;0.767629;
1651508029;973815;1651508029;973839;1651508029;973815;0.767629;
1651508029;997735;1651508029;997760;1651508029;997735;0.767629;
1651508030;21257;1651508030;21280;1651508030;21257;0.767629;
1651508030;45342;1651508030;45367;1651508030;45342;0.767629;
1651508030;70786;1651508030;70810;1651508030;70786;0.767629;
1651508030;94785;1651508030;94809;1651508030;94785;0.767629;
1651508030;118200;1651508030;118223;1651508030;118200;0.767629;
1651508030;141101;1651508030;141124;1651508030;141101;0.767629;
1651508030;169291;1651508030;169315;1651508030;169291;0.767629;
1651508030;196246;1651508030;196272;1651508030;196246;0.767629;
1651508030;224286;1651508030;224313;1651508030;224286;0.767629;
1651508030;253220;1651508030;253249;1651508030;253220;0.767629;
1651508030;280830;1651508030;280855;1651508030;280830;0.767629;
1651508030;308862;1651508030;308886;1651508030;308862;0.767629;
1651508030;331531;1651508030;331555;1651508030;331531;0.767629;
1651508030;355512;1651508030;355536;1651508030;355512;0.767629;
1651508030;376217;1651508030;376240;1651508030;376217;0.767629;
1651508030;402855;1651508030;402880;1651508030;402855;0.767629;
1651508030;428555;1651508030;428579;1651508030;428555;0.767629;
1651508030;456371;1651508030;456395;1651508030;456371;0.767629;
1651508030;476697;1651508030;476720;1651508030;476697;0.767629;
1651508030;506008;1651508030;506033;1651508030;506008;0.767629;
1651508030;525990;1651508030;526014;1651508030;525990;0.767629;
1651508030;554137;1651508030;554217;1651508030;554137;0.767629;
1651508030;576835;1651508030;576856;1651508030;576835;0.767629;
1651508030;600694;1651508030;600718;1651508030;600694;0.767629;
1651508030;621020;1651508030;621044;1651508030;621020;0.767629;
1651508030;645995;1651508030;646098;1651508030;645995;0.767629;
1651508030;669317;1651508030;669336;1651508030;669317;0.767629;
1651508030;697092;1651508030;697119;1651508030;697092;0.767629;
1651508030;722887;1651508030;722915;1651508030;722887;0.767629;
1651508030;744580;1651508030;744602;1651508030;744580;0.767629;
1651508030;793987;1651508030;794008;1651508030;793987;0.767629;
1651508030;824690;1651508030;824714;1651508030;824690;0.767629;
1651508030;885877;1651508030;885899;1651508030;885877;0.767629;
1651508030;978957;1651508030;978977;1651508030;978957;0.767629;
1651508031;162306;1651508031;162329;1651508031;162306;0.767629;
1651508031;325677;1651508031;325698;1651508031;325677;0.767629;
1651508031;449415;1651508031;449436;1651508031;449415;0.767629;
1651508031;590734;1651508031;590758;1651508031;590734;0.767629;
1651508031;770119;1651508031;770141;1651508031;770119;0.767629;
1651508031;949297;1651508031;949319;1651508031;949297;0.767629;
1651508032;126004;1651508032;126024;1651508032;126004;0.767629;
1651508032;226125;1651508032;226149;1651508032;226125;0.767629;
1651508032;408717;1651508032;408743;1651508032;408717;0.767629;
1651508032;543633;1651508032;543658;1651508032;543633;0.767629;
1651508032;641073;1651508032;641096;1651508032;641073;0.767629;
1651508032;786585;1651508032;786608;1651508032;786585;0.767629;
1651508032;918141;1651508032;918162;1651508032;918141;0.767629;
1651508033;33880;1651508033;33901;1651508033;33880;0.767629;
1651508033;202368;1651508033;202390;1651508033;202368;0.767629;
1651508033;245903;1651508033;245926;1651508033;245903;0.767629;
1651508033;280837;1651508033;280861;1651508033;280837;0.767629;
