sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;groundSteering;
1585056089;887607;1651507984;523381;1585056089;887607;0.07197852;
1585056089;988368;1651507984;693869;1585056089;988368;0.05698447;
1585056090;89059;1651507984;895434;1585056090;89059;0.02099521;
1585056090;189698;1651507985;107868;1585056090;189698;-0;
1585056090;290391;1651507985;351159;1585056090;290391;0.05698447;
1585056090;391048;1651507985;541822;1585056090;391048;0.02699638;
1585056090;491964;1651507985;761367;1585056090;491964;0.02099521;
1585056090;591860;1651507986;1961;1585056090;591860;0.02099521;
1585056090;692595;1651507986;205028;1585056090;692595;0.01500292;
1585056090;793219;1651507986;463659;1585056090;793219;0.01500292;
1585056090;893929;1651507986;684194;1585056090;893929;0.07797969;
1585056090;994638;1651507986;931962;1585056090;994638;0.07797969;
1585056091;95287;1651507987;141928;1585056091;95287;0.09297372;
1585056091;196266;1651507987;359343;1585056091;196266;0.09597431;
1585056091;296350;1651507987;606684;1585056091;296350;0.09597431;
1585056091;396928;1651507987;793794;1585056091;396928;0.09297372;
1585056091;497503;1651507987;946380;1585056091;497503;0.09597431;
1585056091;598310;1651507988;165447;1585056091;598310;0.09597431;
1585056091;698986;1651507988;365234;1585056091;698986;0.1019666;
1585056091;799666;1651507988;603842;1585056091;799666;0.1049672;
1585056091;900285;1651507988;835832;1585056091;900285;0.1019666;
1585056092;1150;1651507989;47995;1585056092;1150;0.09896602;
1585056092;101795;1651507989;258177;1585056092;101795;-0;
1585056092;202681;1651507989;547249;1585056092;202681;-0;
1585056092;303361;1651507989;776322;1585056092;303361;0.0509833;
1585056092;404081;1651507989;927605;1585056092;404081;0.09597431;
1585056092;504859;1651507990;171812;1585056092;504859;-0;
1585056092;605639;1651507990;371907;1585056092;605639;-0;
1585056092;706399;1651507990;585681;1585056092;706399;-0;
1585056092;807047;1651507990;893106;1585056092;807047;-0;
1585056092;907657;1651507991;105667;1585056092;907657;-0;
1585056093;8573;1651507991;345992;1585056093;8573;-0;
1585056093;109223;1651507991;596598;1585056093;109223;-0;
1585056093;209782;1651507991;797018;1585056093;209782;-0;
1585056093;310672;1651507992;39006;1585056093;310672;-0;
1585056093;412103;1651507992;296796;1585056093;412103;-0;
1585056093;512098;1651507992;473318;1585056093;512098;-0;
1585056093;612749;1651507992;684809;1585056093;612749;-0;
1585056093;713459;1651507992;918738;1585056093;713459;-0;
1585056093;814036;1651507993;162145;1585056093;814036;-0;
1585056093;914727;1651507993;410791;1585056093;914727;-0;
1585056094;15481;1651507993;669451;1585056094;15481;-0;
1585056094;116228;1651507993;926267;1585056094;116228;-0;
1585056094;217265;1651507994;146697;1585056094;217265;-0;
1585056094;317978;1651507994;381496;1585056094;317978;-0;
1585056094;418359;1651507994;601703;1585056094;418359;-0;
1585056094;519166;1651507994;829631;1585056094;519166;-0;
1585056094;620069;1651507995;62382;1585056094;620069;-0;
1585056094;720781;1651507995;262274;1585056094;720781;-0;
1585056094;821398;1651507995;455419;1585056094;821398;0.02699638;
1585056094;922135;1651507995;652955;1585056094;922135;0.05998505;
1585056095;24174;1651507995;897134;1585056095;24174;0.06298564;
1585056095;124547;1651507996;148755;1585056095;124547;0.06298564;
1585056095;225243;1651507996;396840;1585056095;225243;0.06298564;
1585056095;325830;1651507996;612781;1585056095;325830;0.06298564;
1585056095;426547;1651507996;791523;1585056095;426547;0.06897793;
1585056095;527167;1651507996;985028;1585056095;527167;0.128963;
1585056095;627841;1651507997;196339;1585056095;627841;0.128963;
1585056095;728625;1651507997;453790;1585056095;728625;0.128963;
1585056095;829892;1651507997;668342;1585056095;829892;0.128963;
1585056095;931000;1651507997;912498;1585056095;931000;0.128963;
1585056096;31597;1651507998;115775;1585056096;31597;0.128963;
1585056096;132207;1651507998;319058;1585056096;132207;0.128963;
1585056096;232847;1651507998;532758;1585056096;232847;0.128963;
1585056096;333494;1651507998;740600;1585056096;333494;0.128963;
1585056096;434144;1651507998;998127;1585056096;434144;0.128963;
1585056096;535062;1651507999;218262;1585056096;535062;0.128963;
1585056096;635878;1651507999;439786;1585056096;635878;0.128963;
1585056096;736682;1651507999;668162;1585056096;736682;0.128963;
1585056096;837410;1651507999;882203;1585056096;837410;0.128963;
1585056096;938023;1651508000;104660;1585056096;938023;0.128963;
1585056097;38727;1651508000;330386;1585056097;38727;0.128963;
1585056097;139318;1651508000;579575;1585056097;139318;0.1109684;
1585056097;239900;1651508000;807182;1585056097;239900;-0;
1585056097;340558;1651508001;96330;1585056097;340558;-0;
1585056097;441235;1651508001;303714;1585056097;441235;-0;
1585056097;541853;1651508001;493750;1585056097;541853;0.05998505;
1585056097;642444;1651508001;701406;1585056097;642444;0.2219278;
1585056097;743055;1651508001;910249;1585056097;743055;-0;
1585056097;843613;1651508002;136172;1585056097;843613;-0;
1585056097;944131;1651508002;339558;1585056097;944131;-0;
1585056098;44802;1651508002;529870;1585056098;44802;-0;
1585056098;145899;1651508002;730222;1585056098;145899;-0;
1585056098;246716;1651508002;955187;1585056098;246716;0.0749791;
1585056098;347337;1651508003;166100;1585056098;347337;-0;
1585056098;447918;1651508003;396018;1585056098;447918;-0;
1585056098;548710;1651508003;636244;1585056098;548710;-0;
1585056098;649379;1651508003;825952;1585056098;649379;-0;
1585056098;750081;1651508004;131940;1585056098;750081;-0;
1585056098;850642;1651508004;410853;1585056098;850642;-0;
1585056098;951265;1651508004;647277;1585056098;951265;-0;
1585056099;51831;1651508004;900927;1585056099;51831;-0;
1585056099;152522;1651508005;134860;1585056099;152522;-0;
1585056099;253097;1651508005;370369;1585056099;253097;-0;
1585056099;353693;1651508005;578846;1585056099;353693;-0;
1585056099;454359;1651508005;801007;1585056099;454359;-0;
1585056099;554896;1651508006;2381;1585056099;554896;-0;
1585056099;655650;1651508006;251275;1585056099;655650;-0;
1585056099;756239;1651508006;445250;1585056099;756239;-0;
1585056099;857024;1651508006;720562;1585056099;857024;-0;
1585056099;958002;1651508006;979648;1585056099;958002;-0;
1585056100;58415;1651508007;219960;1585056100;58415;-0;
1585056100;159141;1651508007;470099;1585056100;159141;-0;
1585056100;259838;1651508007;737105;1585056100;259838;-0;
1585056100;360554;1651508007;949669;1585056100;360554;-0;
1585056100;461207;1651508008;172448;1585056100;461207;-0;
1585056100;561949;1651508008;428731;1585056100;561949;-0;
1585056100;662734;1651508008;576423;1585056100;662734;-0;
1585056100;763393;1651508008;830399;1585056100;763393;-0;
1585056100;864077;1651508009;35547;1585056100;864077;-0.1409476;
1585056100;964681;1651508009;263538;1585056100;964681;-0;
1585056101;65283;1651508009;533493;1585056101;65283;-0;
1585056101;165931;1651508009;762575;1585056101;165931;-0;
1585056101;266476;1651508010;3302;1585056101;266476;-0;
1585056101;367158;1651508010;257231;1585056101;367158;-0;
1585056101;467719;1651508010;497486;1585056101;467719;-0;
1585056101;568353;1651508010;743213;1585056101;568353;-0;
1585056101;668865;1651508011;12631;1585056101;668865;0.1259624;
1585056101;769484;1651508011;255220;1585056101;769484;0.197932;
1585056101;870101;1651508011;416664;1585056101;870101;0.1529499;
1585056101;977005;1651508011;683821;1585056101;977005;0.1409564;
1585056102;77617;1651508011;909163;1585056102;77617;0.2159267;
1585056102;178465;1651508012;113300;1585056102;178465;0.1559505;
1585056102;279401;1651508012;329145;1585056102;279401;0.09597431;
1585056102;380023;1651508012;513699;1585056102;380023;0.08997314;
1585056102;480690;1651508012;795912;1585056102;480690;0.1199612;
1585056102;581357;1651508013;30046;1585056102;581357;0.1199612;
1585056102;682070;1651508013;209550;1585056102;682070;0.1229618;
1585056102;782749;1651508013;414713;1585056102;782749;0.1349553;
1585056102;883732;1651508013;620533;1585056102;883732;0.128963;
1585056102;984510;1651508013;850877;1585056102;984510;0.1109684;
1585056103;85184;1651508014;30638;1585056103;85184;0.1079678;
1585056103;185903;1651508014;235510;1585056103;185903;0.08097139;
1585056103;286536;1651508014;497989;1585056103;286536;-0;
1585056103;387139;1651508014;753759;1585056103;387139;-0;
1585056103;487711;1651508014;997014;1585056103;487711;-0;
1585056103;588363;1651508015;238970;1585056103;588363;-0.1169518;
1585056103;688887;1651508015;514859;1585056103;688887;-0;
1585056103;790106;1651508015;724286;1585056103;790106;-0;
1585056103;891247;1651508015;958171;1585056103;891247;-0;
1585056103;991389;1651508016;173607;1585056103;991389;-0;
1585056104;92175;1651508016;379685;1585056104;92175;-0;
1585056104;192974;1651508016;571242;1585056104;192974;-0;
1585056104;293583;1651508016;774771;1585056104;293583;-0;
1585056104;394093;1651508016;975744;1585056104;394093;0.197932;
1585056104;494621;1651508017;131818;1585056104;494621;-0;
1585056104;595176;1651508017;355998;1585056104;595176;-0;
1585056104;695825;1651508017;589667;1585056104;695825;-0;
1585056104;796479;1651508017;844280;1585056104;796479;0.1259624;
1585056104;897201;1651508018;97027;1585056104;897201;-0;
1585056104;997681;1651508018;277755;1585056104;997681;-0;
1585056105;98252;1651508018;522843;1585056105;98252;-0;
1585056105;198768;1651508018;757630;1585056105;198768;-0;
1585056105;299287;1651508018;968359;1585056105;299287;-0;
1585056105;399843;1651508019;185967;1585056105;399843;-0;
1585056105;500370;1651508019;408654;1585056105;500370;-0;
1585056105;601015;1651508019;595641;1585056105;601015;-0;
1585056105;701723;1651508019;735220;1585056105;701723;-0;
1585056105;802750;1651508019;950279;1585056105;802750;-0;
1585056105;903495;1651508020;100870;1585056105;903495;-0;
1585056106;4035;1651508020;275121;1585056106;4035;-0;
1585056106;104579;1651508020;479854;1585056106;104579;-0;
1585056106;205379;1651508020;648632;1585056106;205379;-0;
1585056106;306181;1651508020;823835;1585056106;306181;-0;
1585056106;407064;1651508021;10614;1585056106;407064;-0;
1585056106;507832;1651508021;233302;1585056106;507832;-0;
1585056106;608507;1651508021;405538;1585056106;608507;-0;
1585056106;709103;1651508021;610460;1585056106;709103;-0;
1585056106;809860;1651508021;816413;1585056106;809860;-0;
1585056106;910591;1651508022;37089;1585056106;910591;-0;
1585056107;11357;1651508022;221475;1585056107;11357;-0;
1585056107;112253;1651508022;415050;1585056107;112253;-0;
1585056107;212901;1651508022;607098;1585056107;212901;-0;
1585056107;313592;1651508022;808522;1585056107;313592;-0;
1585056107;414198;1651508023;1280;1585056107;414198;-0;
1585056107;514825;1651508023;207710;1585056107;514825;-0;
1585056107;615424;1651508023;399458;1585056107;615424;-0;
1585056107;716159;1651508023;605994;1585056107;716159;-0;
1585056107;817494;1651508023;800913;1585056107;817494;-0;
1585056107;918115;1651508023;963978;1585056107;918115;-0;
1585056108;18220;1651508024;111162;1585056108;18220;-0;
